
(vret_env) C:\Users\Shayan\Desktop\NICS\acrophobia\shayan_code\vret_pipeline>python vret_server_v2.py
Starting VRET biofeedback server v2 (procedural)...
[LSL] searching for OpenSignals stream...
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{3BDC3AB1-4EF3-4CC8-8BAE-BB2AC2CAEB34}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{54921B9A-D779-4B2B-8820-1CE578EBA38A}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{ED154277-1459-47EB-AF78-151677F44DD4}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{DE25D8FA-C1F1-4A02-BF65-B86B6B10F338}' (status: 1, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 17
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{327421B6-9D15-4A91-BCBC-85D1C378F4EB}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.597s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{6575BA6E-BB71-11F0-BCDF-806E6F6E6963}' (status: 1, multicast: 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]         api_config.cpp:126   INFO| Loaded default config
name=OpenSignals | type=00:07:80:0F:31:9C | ch=3 | rate=1000.0 | source=OpenSignals
2026-06-01 22:13:08.459 (   4.617s) [         8352EE6]             common.cpp:78    INFO| git:64988c6a14b8dc3b3f270ece58eab4f480bfab43/branch:refs/tags/v1.17.7/build:Release/compiler:MSVC-19.29.30159.0/link:SHARED
[LSL] mapped by label -> EDA=ch1, ECG=ch2 (labels: ['DIGITAL', 'EDA', 'ECG']).

press enter to start the session (begins baseline from recording sample 0)
[CTRL] sent 'start' to fake stream at 127.0.0.1:5006
got 0 samples
got 13 samples| raw_EDA=3.8508 μS | HR=— BPM | RMSSD=— ms
[LIVE] got 13 samples| raw_EDA=3.8355 μS | HR=98.2 BPM | RMSSD=— ms | ΔHR=+10.3% | ΔHRV=-3.9% | phasicEDA=-0.381 μS | S_t=+0.80 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9973 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=+0.219 μS | S_t=+0.73 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.5339 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=+0.219 μS | S_t=+0.73 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9681 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=+0.219 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.7523 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=+0.219 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.7370 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=+0.219 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1016 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.481 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0061 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.481 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0572 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.481 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.3637 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.481 μS | S_t=+0.73 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.7550 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.481 μS | S_t=+0.72 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9681 μS | HR=98.8 BPM | RMSSD=— ms | ΔHR=+11.0% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.70 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9340 μS | HR=98.8 BPM | RMSSD=— ms | ΔHR=+11.0% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.64 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1519 μS | HR=98.8 BPM | RMSSD=— ms | ΔHR=+11.0% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.58 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=4.3786 μS | HR=98.8 BPM | RMSSD=— ms | ΔHR=+11.0% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.7838 μS | HR=98.8 BPM | RMSSD=— ms | ΔHR=+11.0% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.46 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9879 μS | HR=99.1 BPM | RMSSD=— ms | ΔHR=+11.3% | ΔHRV=-3.9% | phasicEDA=-0.492 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9326 μS | HR=99.1 BPM | RMSSD=— ms | ΔHR=+11.3% | ΔHRV=-3.9% | phasicEDA=-0.492 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1713 μS | HR=99.1 BPM | RMSSD=— ms | ΔHR=+11.3% | ΔHRV=-3.9% | phasicEDA=-0.492 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.4091 μS | HR=99.1 BPM | RMSSD=— ms | ΔHR=+11.3% | ΔHRV=-3.9% | phasicEDA=-0.492 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8483 μS | HR=99.1 BPM | RMSSD=— ms | ΔHR=+11.3% | ΔHRV=-3.9% | phasicEDA=-0.492 μS | S_t=+0.43 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0396 μS | HR=99.0 BPM | RMSSD=— ms | ΔHR=+11.2% | ΔHRV=-3.9% | phasicEDA=-0.559 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9423 μS | HR=99.0 BPM | RMSSD=— ms | ΔHR=+11.2% | ΔHRV=-3.9% | phasicEDA=-0.559 μS | S_t=+0.37 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2393 μS | HR=99.0 BPM | RMSSD=— ms | ΔHR=+11.2% | ΔHRV=-3.9% | phasicEDA=-0.559 μS | S_t=+0.33 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9882 μS | HR=99.0 BPM | RMSSD=— ms | ΔHR=+11.2% | ΔHRV=-3.9% | phasicEDA=-0.559 μS | S_t=+0.28 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8424 μS | HR=99.0 BPM | RMSSD=— ms | ΔHR=+11.2% | ΔHRV=-3.9% | phasicEDA=-0.559 μS | S_t=+0.24 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.5971 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.273 μS | S_t=+0.20 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9985 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.273 μS | S_t=+0.24 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2754 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.273 μS | S_t=+0.27 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0486 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.273 μS | S_t=+0.30 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8369 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.273 μS | S_t=+0.33 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.6803 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.348 μS | S_t=+0.37 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0942 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.348 μS | S_t=+0.40 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3406 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.348 μS | S_t=+0.43 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0812 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.348 μS | S_t=+0.46 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9104 μS | HR=99.3 BPM | RMSSD=— ms | ΔHR=+11.5% | ΔHRV=-3.9% | phasicEDA=-0.348 μS | S_t=+0.49 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0285 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.203 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0796 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.203 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3232 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.203 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.6595 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.203 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8643 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.203 μS | S_t=+0.54 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0953 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.118 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9305 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.118 μS | S_t=+0.57 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9234 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.118 μS | S_t=+0.60 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2074 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.118 μS | S_t=+0.63 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.2080 μS | HR=98.7 BPM | RMSSD=— ms | ΔHR=+10.9% | ΔHRV=-3.9% | phasicEDA=-0.118 μS | S_t=+0.65 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=3.9985 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.192 μS | S_t=+0.67 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8726 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.192 μS | S_t=+0.67 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9241 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.192 μS | S_t=+0.67 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1193 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.192 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8317 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.192 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0568 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.086 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9812 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.086 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3905 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.086 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0413 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.086 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8223 μS | HR=98.3 BPM | RMSSD=— ms | ΔHR=+10.4% | ΔHRV=-3.9% | phasicEDA=-0.086 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.4250 μS | HR=98.1 BPM | RMSSD=— ms | ΔHR=+10.1% | ΔHRV=-3.9% | phasicEDA=-0.239 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0366 μS | HR=98.1 BPM | RMSSD=— ms | ΔHR=+10.1% | ΔHRV=-3.9% | phasicEDA=-0.239 μS | S_t=+0.65 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.2913 μS | HR=98.1 BPM | RMSSD=— ms | ΔHR=+10.1% | ΔHRV=-3.9% | phasicEDA=-0.239 μS | S_t=+0.64 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0274 μS | HR=98.1 BPM | RMSSD=— ms | ΔHR=+10.1% | ΔHRV=-3.9% | phasicEDA=-0.239 μS | S_t=+0.63 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9912 μS | HR=98.1 BPM | RMSSD=— ms | ΔHR=+10.1% | ΔHRV=-3.9% | phasicEDA=-0.239 μS | S_t=+0.62 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9116 μS | HR=98.0 BPM | RMSSD=— ms | ΔHR=+10.0% | ΔHRV=-3.9% | phasicEDA=-0.197 μS | S_t=+0.61 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0509 μS | HR=98.0 BPM | RMSSD=— ms | ΔHR=+10.0% | ΔHRV=-3.9% | phasicEDA=-0.197 μS | S_t=+0.59 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3683 μS | HR=98.0 BPM | RMSSD=— ms | ΔHR=+10.0% | ΔHRV=-3.9% | phasicEDA=-0.197 μS | S_t=+0.57 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1519 μS | HR=98.0 BPM | RMSSD=— ms | ΔHR=+10.0% | ΔHRV=-3.9% | phasicEDA=-0.197 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8764 μS | HR=98.0 BPM | RMSSD=— ms | ΔHR=+10.0% | ΔHRV=-3.9% | phasicEDA=-0.197 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.1355 μS | HR=97.7 BPM | RMSSD=— ms | ΔHR=+9.7% | ΔHRV=-3.9% | phasicEDA=-0.149 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0214 μS | HR=97.7 BPM | RMSSD=— ms | ΔHR=+9.7% | ΔHRV=-3.9% | phasicEDA=-0.149 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.4099 μS | HR=97.7 BPM | RMSSD=— ms | ΔHR=+9.7% | ΔHRV=-3.9% | phasicEDA=-0.149 μS | S_t=+0.54 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1665 μS | HR=97.7 BPM | RMSSD=— ms | ΔHR=+9.7% | ΔHRV=-3.9% | phasicEDA=-0.149 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9652 μS | HR=97.7 BPM | RMSSD=— ms | ΔHR=+9.7% | ΔHRV=-3.9% | phasicEDA=-0.149 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.4278 μS | HR=97.6 BPM | RMSSD=— ms | ΔHR=+9.6% | ΔHRV=-3.9% | phasicEDA=-0.306 μS | S_t=+0.56 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0713 μS | HR=97.6 BPM | RMSSD=— ms | ΔHR=+9.6% | ΔHRV=-3.9% | phasicEDA=-0.306 μS | S_t=+0.54 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.4085 μS | HR=97.6 BPM | RMSSD=— ms | ΔHR=+9.6% | ΔHRV=-3.9% | phasicEDA=-0.306 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1249 μS | HR=97.6 BPM | RMSSD=— ms | ΔHR=+9.6% | ΔHRV=-3.9% | phasicEDA=-0.306 μS | S_t=+0.50 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9167 μS | HR=97.6 BPM | RMSSD=— ms | ΔHR=+9.6% | ΔHRV=-3.9% | phasicEDA=-0.306 μS | S_t=+0.48 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.4452 μS | HR=97.3 BPM | RMSSD=— ms | ΔHR=+9.3% | ΔHRV=-3.9% | phasicEDA=-0.194 μS | S_t=+0.47 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0061 μS | HR=97.3 BPM | RMSSD=— ms | ΔHR=+9.3% | ΔHRV=-3.9% | phasicEDA=-0.194 μS | S_t=+0.45 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3697 μS | HR=97.3 BPM | RMSSD=— ms | ΔHR=+9.3% | ΔHRV=-3.9% | phasicEDA=-0.194 μS | S_t=+0.44 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1543 μS | HR=97.3 BPM | RMSSD=— ms | ΔHR=+9.3% | ΔHRV=-3.9% | phasicEDA=-0.194 μS | S_t=+0.43 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8348 μS | HR=97.3 BPM | RMSSD=— ms | ΔHR=+9.3% | ΔHRV=-3.9% | phasicEDA=-0.194 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.1358 μS | HR=97.2 BPM | RMSSD=— ms | ΔHR=+9.1% | ΔHRV=-3.9% | phasicEDA=-0.167 μS | S_t=+0.42 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0068 μS | HR=97.2 BPM | RMSSD=— ms | ΔHR=+9.1% | ΔHRV=-3.9% | phasicEDA=-0.167 μS | S_t=+0.43 | calm -> unity:increase
[LIVE] got 12 samples| raw_EDA=4.8880 μS | HR=97.2 BPM | RMSSD=— ms | ΔHR=+9.1% | ΔHRV=-3.9% | phasicEDA=-0.167 μS | S_t=+0.45 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2123 μS | HR=97.2 BPM | RMSSD=— ms | ΔHR=+9.1% | ΔHRV=-3.9% | phasicEDA=-0.167 μS | S_t=+0.46 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=3.8445 μS | HR=97.2 BPM | RMSSD=— ms | ΔHR=+9.1% | ΔHRV=-3.9% | phasicEDA=-0.167 μS | S_t=+0.48 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.1324 μS | HR=96.9 BPM | RMSSD=— ms | ΔHR=+8.9% | ΔHRV=-3.9% | phasicEDA=-0.014 μS | S_t=+0.49 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0297 μS | HR=96.9 BPM | RMSSD=— ms | ΔHR=+8.9% | ΔHRV=-3.9% | phasicEDA=-0.014 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2476 μS | HR=96.9 BPM | RMSSD=— ms | ΔHR=+8.9% | ΔHRV=-3.9% | phasicEDA=-0.014 μS | S_t=+0.54 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1200 μS | HR=96.9 BPM | RMSSD=— ms | ΔHR=+8.9% | ΔHRV=-3.9% | phasicEDA=-0.014 μS | S_t=+0.56 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8913 μS | HR=96.9 BPM | RMSSD=— ms | ΔHR=+8.9% | ΔHRV=-3.9% | phasicEDA=-0.014 μS | S_t=+0.58 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.4011 μS | HR=96.7 BPM | RMSSD=— ms | ΔHR=+8.6% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.59 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0443 μS | HR=96.7 BPM | RMSSD=— ms | ΔHR=+8.6% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.58 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2567 μS | HR=96.7 BPM | RMSSD=— ms | ΔHR=+8.6% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.57 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2227 μS | HR=96.7 BPM | RMSSD=— ms | ΔHR=+8.6% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.56 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9375 μS | HR=96.7 BPM | RMSSD=— ms | ΔHR=+8.6% | ΔHRV=-3.9% | phasicEDA=-0.212 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0949 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.238 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0027 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.238 μS | S_t=+0.50 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.8807 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.238 μS | S_t=+0.46 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2407 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.238 μS | S_t=+0.43 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0713 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.238 μS | S_t=+0.39 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0658 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.173 μS | S_t=+0.36 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9923 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.173 μS | S_t=+0.37 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.1601 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.173 μS | S_t=+0.37 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3090 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.173 μS | S_t=+0.37 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=4.0557 μS | HR=96.5 BPM | RMSSD=— ms | ΔHR=+8.4% | ΔHRV=-3.9% | phasicEDA=-0.173 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=4.0786 μS | HR=96.2 BPM | RMSSD=— ms | ΔHR=+8.0% | ΔHRV=-3.9% | phasicEDA=-0.211 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.9014 μS | HR=96.2 BPM | RMSSD=— ms | ΔHR=+8.0% | ΔHRV=-3.9% | phasicEDA=-0.211 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.3196 μS | HR=96.2 BPM | RMSSD=— ms | ΔHR=+8.0% | ΔHRV=-3.9% | phasicEDA=-0.211 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3003 μS | HR=96.2 BPM | RMSSD=— ms | ΔHR=+8.0% | ΔHRV=-3.9% | phasicEDA=-0.211 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.5013 μS | HR=96.2 BPM | RMSSD=— ms | ΔHR=+8.0% | ΔHRV=-3.9% | phasicEDA=-0.211 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0179 μS | HR=95.9 BPM | RMSSD=— ms | ΔHR=+7.7% | ΔHRV=-3.9% | phasicEDA=-0.093 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=3.8834 μS | HR=95.9 BPM | RMSSD=— ms | ΔHR=+7.7% | ΔHRV=-3.9% | phasicEDA=-0.093 μS | S_t=+0.39 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.0696 μS | HR=95.9 BPM | RMSSD=— ms | ΔHR=+7.7% | ΔHRV=-3.9% | phasicEDA=-0.093 μS | S_t=+0.39 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.4089 μS | HR=95.9 BPM | RMSSD=— ms | ΔHR=+7.7% | ΔHRV=-3.9% | phasicEDA=-0.093 μS | S_t=+0.39 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=4.9813 μS | HR=95.9 BPM | RMSSD=— ms | ΔHR=+7.7% | ΔHRV=-3.9% | phasicEDA=-0.093 μS | S_t=+0.40 | calm -> unity:increase
[LIVE] got 11 samples| raw_EDA=4.0450 μS | HR=95.7 BPM | RMSSD=— ms | ΔHR=+7.5% | ΔHRV=-3.9% | phasicEDA=+0.370 μS | S_t=+0.42 | calm -> unity:increase
